date,open,high,low,close,Volume
2020-04-29,196.34,219.5,196.31,215.5,3776173.452
2020-04-30,215.5,227.5,201.9,206.22,4371759.191
2020-05-01,206.21,217.49,206.12,212.22,1902796.913
2020-05-02,212.21,215.63,210.55,213.99,1246430.868
2020-05-03,213.99,219.84,205.0,209.95,1688070.223
2020-05-04,209.94,210.83,195.1,206.73,2313604.876
2020-05-05,206.69,212.02,201.14,205.39,1814876.244
2020-05-06,205.36,211.13,198.04,199.06,1868966.306
2020-05-07,199.09,215.63,196.14,212.25,2470908.38200001
2020-05-08,212.25,216.95,207.01,211.47,1698296.769
2020-05-09,211.47,214.81,208.3,210.31,1444064.449
2020-05-10,210.32,210.36,177.89,187.52,3056317.482
2020-05-11,187.48,193.44,175.5,185.69,2311029.197
2020-05-12,185.68,192.31,185.4,189.64,1261058.639
2020-05-13,189.64,200.95,187.64,199.54,1373737.58
2020-05-14,199.53,205.95,195.56,203.13,1892551.091
2020-05-15,203.1,203.99,191.21,194.71,1377796.956
2020-05-16,194.72,203.46,193.2,200.39,1100996.922
2020-05-17,200.4,210.16,199.5,206.93,1067367.779
2020-05-18,206.9,217.2,206.9,214.83,1527493.953
2020-05-19,214.83,215.99,209.32,214.7,1209630.47
2020-05-20,214.69,215.85,206.02,209.96,1322809.976
2020-05-21,209.99,211.69,191.61,198.68,1812327.033
2020-05-22,198.69,209.22,195.95,207.28,1415586.292
2020-05-23,207.31,211.2,204.47,206.51,1093535.486
2020-05-24,206.46,210.54,199.24,199.7,1534431.164
2020-05-25,199.7,205.66,197.72,204.1,992843.927
2020-05-26,204.1,205.05,196.68,200.91,1053386.195
2020-05-27,200.89,208.48,200.69,208.27,949312.616
2020-05-28,208.27,220.79,204.55,220.32,1302485.446
2020-05-29,220.31,225.0,217.0,220.65,1412528.305
2020-05-30,220.65,247.85,218.77,243.74,2496490.987
2020-05-31,243.73,245.3,229.54,231.55,2064900.485
2020-06-01,231.55,252.8,230.61,248.9,2168854.578
2020-06-02,248.91,254.48,220.0,237.73,1997511.516
2020-06-03,237.74,245.23,233.3,244.52,1177836.333
2020-06-04,244.52,246.7,235.75,243.28,1658566.857
2020-06-05,243.29,248.36,238.68,240.13,1287620.696
2020-06-06,240.12,244.89,237.91,242.05,838620.358
2020-06-07,242.06,245.61,234.64,244.66,1343974.146
2020-06-08,244.67,248.05,241.04,246.65,857037.392
2020-06-09,246.64,250.1,237.3,243.98,1120313.696
2020-06-10,243.98,251.0,241.0,247.95,1101191.092
2020-06-11,247.95,250.34,225.33,230.48,1937518.384
2020-06-12,230.48,239.38,228.3,237.46,958938.087
2020-06-13,237.47,238.88,234.6,238.17,562091.362
2020-06-14,238.14,238.59,229.9,231.92,787142.212
2020-06-15,231.92,233.64,218.02,230.86,1960437.997
2020-06-16,230.85,236.0,228.75,235.22,989098.472
2020-06-17,235.22,237.5,227.47,233.75,1098414.164
2020-06-18,233.73,234.7,227.81,231.26,722224.653
2020-06-19,231.26,232.0,226.02,228.97,875231.698
2020-06-20,228.98,230.8,225.07,228.85,690552.179
2020-06-21,228.84,231.4,227.06,228.08,480312.941
2020-06-22,228.07,247.0,227.5,243.14,1580083.705
2020-06-23,243.13,244.9,240.7,243.12,880274.162
2020-06-24,243.13,249.41,231.0,234.54,1872960.15299999
2020-06-25,234.54,235.5,227.53,232.5,1051198.67
2020-06-26,232.5,233.65,227.67,229.66,1096114.911
2020-06-27,229.65,231.4,213.59,220.94,1316665.336
2020-06-28,220.95,227.9,217.81,224.96,967586.374
2020-06-29,224.93,230.13,221.11,227.95,1101723.749
2020-06-30,227.95,228.73,223.0,225.56,843327.995
2020-07-01,225.56,232.78,224.01,231.03,980442.364
2020-07-02,231.02,231.99,222.76,226.54,1305858.588
2020-07-03,226.54,228.17,224.11,224.83,579175.291
2020-07-04,224.82,230.77,224.31,229.2,534507.407
2020-07-05,229.21,229.88,223.26,227.61,681239.534
2020-07-06,227.61,242.32,226.89,241.63,1361794.882
2020-07-07,241.66,243.9,234.44,239.45,1024076.026
2020-07-08,239.45,249.0,237.75,247.14,1430997.143
2020-07-09,247.1,247.94,238.04,242.01,1407925.425
2020-07-10,242.0,242.25,235.73,241.37,789372.278
2020-07-11,241.38,241.79,237.61,239.25,478752.331
2020-07-12,239.25,244.35,236.0,242.82,899578.746
2020-07-13,242.82,245.56,237.3,239.6,1099518.478
2020-07-14,239.6,242.24,236.74,240.56,724653.885
2020-07-15,240.57,241.5,236.9,238.59,529634.834
2020-07-16,238.59,239.58,229.84,233.74,1047566.611
2020-07-17,233.75,235.05,231.81,232.72,557216.722
2020-07-18,232.72,236.95,232.35,235.69,466496.509
2020-07-19,235.69,239.93,233.28,239.19,573124.068
2020-07-20,239.18,239.81,234.0,236.03,693643.358
2020-07-21,236.02,246.87,235.52,245.56,1191285.53
2020-07-22,245.56,270.8,241.52,264.27,1647528.096
2020-07-23,264.3,280.48,259.86,275.56,2725687.424
2020-07-24,275.5,287.76,268.32,279.45,2651233.303
2020-07-25,279.45,309.39,279.28,305.64,3122852.128
2020-07-26,305.58,321.99,299.18,311.41,3709687.999
2020-07-27,311.36,335.0,311.0,322.33,5017477.23700001
2020-07-28,322.3,327.47,306.02,317.21,2856472.08
2020-07-29,317.19,325.99,313.0,318.12,1890408.946
2020-07-30,318.12,343.38,314.06,335.3,2332715.926
2020-07-31,335.31,349.83,329.0,346.42,2671758.151
2020-08-01,346.42,394.8,343.4,387.24,4026011.45300001
2020-08-02,387.25,418.49,302.0,372.85,6320469.18999999
2020-08-03,372.86,398.59,366.66,386.2,3020910.903
2020-08-04,386.19,403.88,380.66,390.1,2702153.264
2020-08-05,390.02,407.88,384.31,400.95,2378190.463
2020-08-06,400.94,404.25,390.6,395.09,1643305.55
2020-08-07,395.1,398.86,361.27,379.63,2591811.422
2020-08-08,379.62,397.75,376.11,397.48,1345421.828
2020-08-09,397.56,400.73,383.75,390.54,1457418.137
2020-08-10,390.54,400.7,384.34,395.83,1547750.272
2020-08-11,395.83,398.78,367.0,379.3,2199154.835
2020-08-12,379.34,389.75,366.05,387.46,1576215.436
2020-08-13,387.51,432.25,376.77,425.34,3595989.078
2020-08-14,425.27,445.66,418.0,438.84,2795449.786
2020-08-15,438.71,443.9,426.68,432.75,1729353.597
2020-08-16,432.78,437.71,413.01,434.19,1739365.364
2020-08-17,434.19,449.0,421.01,431.33,2238985.81
2020-08-18,431.31,434.5,414.0,422.36,1639582.806
2020-08-19,422.33,427.1,393.28,407.65,2392945.28999999
2020-08-20,407.63,419.48,402.41,416.29,1235515.836
2020-08-21,416.3,418.95,385.09,388.25,1870166.525
2020-08-22,388.27,397.34,380.0,395.44,1122107.661
2020-08-23,395.44,397.2,383.69,391.0,892915.856
2020-08-24,391.0,410.7,387.64,407.94,1323796.078
2020-08-25,407.91,409.43,370.14,383.11,2394641.047
2020-08-26,383.07,393.44,377.63,386.02,1390706.382
2020-08-27,386.02,397.38,371.31,383.6,1885062.888
2020-08-28,383.58,398.8,379.94,395.14,1161424.748
2020-08-29,395.16,405.8,391.81,398.66,987943.95
2020-08-30,398.71,430.28,398.37,429.11,1442892.512
2020-08-31,429.12,439.49,418.2,434.03,1643669.582
2020-09-01,434.03,489.32,429.25,475.61,3265577.517
2020-09-02,475.7,482.44,418.3,439.75,4128002.108
2020-09-03,439.74,450.91,371.0,381.62,4981606.249
2020-09-04,381.52,400.63,356.14,385.2,3806408.61
2020-09-05,385.24,394.89,307.36,334.85,5792598.73100001
2020-09-06,334.85,360.0,316.03,352.69,3681811.956
2020-09-07,352.62,358.48,323.02,353.49,3268150.18
2020-09-08,353.49,356.67,325.0,337.32,3008960.497
2020-09-09,337.38,359.0,330.58,350.65,1732784.863
2020-09-10,350.58,377.0,349.66,367.69,2855720.317
2020-09-11,367.69,375.07,355.6,373.45,1837058.853
2020-09-12,373.42,388.36,364.43,387.65,1472243.835
2020-09-13,387.58,390.45,353.12,366.24,2318465.664
2020-09-14,366.24,384.42,355.48,377.13,2243256.424
2020-09-15,377.13,382.49,362.29,364.06,2013169.525
2020-09-16,364.0,373.3,354.75,364.95,1911187.036
2020-09-17,364.97,394.07,363.1,389.24,2807865.00200001
2020-09-18,389.23,392.43,375.39,384.44,1502040.045
2020-09-19,384.43,388.71,376.67,384.96,923238.785
2020-09-20,384.95,385.33,364.52,370.85,1347492.449
2020-09-21,370.86,377.2,330.66,340.19,3292780.639
2020-09-22,340.19,346.75,335.27,344.06,2105741.952
2020-09-23,344.05,344.6,312.36,320.64,2547487.165
2020-09-24,320.64,353.09,316.37,348.77,2679663.06
2020-09-25,348.73,357.88,337.5,351.88,2148472.096
2020-09-26,351.88,356.58,345.76,353.88,1293348.016
2020-09-27,353.89,362.22,346.79,357.4,1563883.714
2020-09-28,357.29,368.45,351.6,353.85,1849537.469
2020-09-29,353.84,360.55,350.07,359.7,1437671.627
2020-09-30,359.7,361.55,351.02,359.71,1168055.491
2020-10-01,359.71,370.44,345.1,352.53,2088409.078
2020-10-02,352.54,354.34,334.01,345.41,1991868.507
2020-10-03,345.44,350.86,343.38,345.72,824121.901
2020-10-04,345.69,354.3,343.68,352.23,994011.923
2020-10-05,352.15,356.51,348.2,353.45,979059.824
2020-10-06,353.45,354.95,336.44,340.65,1685300.902
2020-10-07,340.66,342.9,332.22,341.41,1228735.001
2020-10-08,341.42,353.43,333.88,351.08,1560418.728
2020-10-09,351.07,368.3,347.26,365.04,1327626.268
2020-10-10,365.03,378.7,364.71,370.68,1467956.111
2020-10-11,370.68,378.1,369.07,374.39,1029589.464
2020-10-12,374.39,395.43,365.5,386.73,2084977.674
2020-10-13,386.72,388.15,374.25,381.12,1684066.814
2020-10-14,381.11,387.72,373.12,378.75,1534026.379
2020-10-15,378.75,382.6,369.5,377.63,1617436.212
2020-10-16,377.63,379.92,360.53,365.41,1864106.37
2020-10-17,365.42,370.91,363.19,368.26,710651.199
2020-10-18,368.26,378.8,367.16,378.29,806637.483
2020-10-19,378.28,384.53,372.72,379.47,1306013.625
2020-10-20,379.47,381.19,364.9,368.74,1662321.815
2020-10-21,368.74,402.8,367.9,390.96,3345842.465
2020-10-22,390.95,421.9,390.57,414.39,3018734.084
2020-10-23,414.38,419.99,401.82,409.4,2104662.195
2020-10-24,409.41,417.16,407.33,412.34,1329608.93
2020-10-25,412.34,417.89,402.6,406.14,1346452.607
2020-10-26,406.14,411.18,382.18,392.43,2786314.677
2020-10-27,392.43,410.58,390.0,403.6,2401387.34
2020-10-28,403.59,409.65,379.28,388.17,2723288.874
2020-10-29,388.17,394.27,380.5,386.94,1923941.877
2020-10-30,386.94,392.1,373.03,382.4,2280687.856
2020-10-31,382.49,394.14,380.14,386.29,1672781.766
2020-11-01,386.28,398.0,384.32,396.82,1414350.496
2020-11-02,396.9,405.0,377.71,383.16,2316121.967
2020-11-03,383.16,390.28,370.0,388.11,2031329.509
2020-11-04,388.11,408.99,375.71,402.92,3120949.65
2020-11-05,402.95,423.79,395.89,417.14,4634761.389
2020-11-06,417.13,459.0,414.81,456.38,5106137.58100001
2020-11-07,456.38,469.74,423.7,435.58,5035309.46799999
2020-11-08,435.64,461.1,432.33,454.75,2450451.528
2020-11-09,454.74,459.9,433.76,444.72,3414860.603
2020-11-10,444.73,455.82,439.07,450.67,2457157.259
2020-11-11,450.67,476.89,449.69,463.35,3760142.204
2020-11-12,463.34,470.83,451.09,462.68,3184836.866
2020-11-13,462.69,479.0,457.25,476.8,3013056.859
2020-11-14,476.8,478.1,451.97,461.0,2199594.275
2020-11-15,461.02,462.96,440.1,448.16,2039952.113
2020-11-16,448.16,466.6,445.53,460.72,2458564.459
2020-11-17,460.7,485.93,460.0,482.49,3589150.001
2020-11-18,482.56,497.0,455.0,478.61,5265683.82899999
2020-11-19,478.6,480.68,465.15,471.38,2320768.365
2020-11-20,471.38,514.52,471.01,510.37,4646610.69
2020-11-21,510.43,555.44,502.8,554.1,5113556.271
2020-11-22,554.04,582.93,511.0,560.42,7317045.59
2020-11-23,560.41,611.88,550.81,609.12,7475301.50400002
2020-11-24,609.12,624.65,586.15,605.72,5651528.809
2020-11-25,605.71,607.09,555.0,569.79,4433328.336
2020-11-26,569.79,577.53,480.12,520.25,9591594.788
2020-11-27,520.2,530.83,493.8,518.92,3685801.76100001
2020-11-28,518.89,548.0,507.0,537.46,2832550.126
2020-11-29,537.37,577.0,530.5,576.38,2762989.981
2020-11-30,576.38,617.53,570.9,617.42,4836853.47300001
2020-12-01,617.5,638.66,558.0,585.98,7059013.36400001
2020-12-02,585.92,605.88,574.73,596.96,3460094.90600001
2020-12-03,596.96,624.7,585.95,616.2,2791753.902
2020-12-04,616.21,620.99,564.91,567.68,3251195.251
2020-12-05,567.69,598.2,561.06,596.97,2107815.28999999
2020-12-06,596.98,607.93,583.2,601.86,2030749.593
2020-12-07,601.86,603.63,584.67,591.84,1665460.089
2020-12-08,591.84,595.75,548.0,555.17,3233758.126
2020-12-09,555.08,578.62,531.0,573.27,3460599.60999999
2020-12-10,573.28,575.67,548.52,559.71,2293137.506
2020-12-11,559.69,561.37,533.11,544.74,2929601.56
2020-12-12,544.8,574.0,543.34,568.34,1764546.873
2020-12-13,568.3,595.47,563.11,590.91,2311572.28
2020-12-14,590.92,591.63,575.57,586.33,1808415.505
2020-12-15,586.32,598.0,579.0,588.8,1866136.289
2020-12-16,588.8,640.47,581.04,637.8,3634225.42
2020-12-17,637.79,678.2,625.0,643.12,6624640.55099999
2020-12-18,643.09,665.85,630.1,654.51,2995266.462
2020-12-19,654.44,671.95,646.0,658.81,2635211.184
2020-12-20,658.82,662.99,620.93,638.27,2759178.686
2020-12-21,638.25,648.88,595.54,608.18,3621682.355
2020-12-22,608.24,638.7,588.41,637.2,3285945.398
2020-12-23,637.2,639.54,546.81,585.34,4594542.18300001
2020-12-24,585.49,615.42,565.2,612.31,3154682.001
2020-12-25,612.31,634.96,604.5,627.18,2623370.085
2020-12-26,627.17,654.32,615.1,637.9,3122352.524
2020-12-27,637.89,718.75,625.0,685.97,6363000.477
2020-12-28,685.97,749.5,681.91,731.07,5455254.00599999
2020-12-29,731.06,742.0,690.1,733.45,4261041.716
2020-12-30,733.45,760.76,717.52,753.04,3348883.502
2020-12-31,753.05,757.0,721.75,737.19,2876756.193
2021-01-01,737.18,750.4,714.55,729.77,1952291.25
2021-01-02,729.7,788.71,715.6,775.02,4176508.581
2021-01-03,775.04,1022.51,769.19,980.24,9610267.80200001
2021-01-04,980.23,1173.94,890.0,1043.11,12057661.06700001
2021-01-05,1043.12,1138.92,974.23,1101.29,7526097.09299999
2021-01-06,1101.29,1218.0,1057.3,1212.64,6952861.55299999
2021-01-07,1212.98,1297.15,1150.0,1227.12,5807791.01
2021-01-08,1227.5,1279.06,1064.6,1218.39,6994773.23400001
2021-01-09,1218.55,1314.0,1173.0,1279.96,4157466.015
2021-01-10,1279.96,1354.66,1168.49,1257.96,5913298.389
2021-01-11,1257.95,1264.5,915.2,1086.94,11237262.772
2021-01-12,1086.84,1153.13,1007.0,1050.82,5530754.10000001
2021-01-13,1050.67,1138.63,987.21,1130.4,4029644.64600001
2021-01-14,1130.4,1249.32,1087.68,1234.86,4079502.435
2021-01-15,1234.5,1260.0,1070.0,1168.79,5020898.727
2021-01-16,1168.65,1296.79,1152.13,1230.19,3980782.071
2021-01-17,1230.32,1272.28,1165.0,1233.71,3396518.439
2021-01-18,1233.61,1265.96,1183.2,1262.99,2562805.077
2021-01-19,1263.0,1444.05,1255.51,1367.51,6288844.344
2021-01-20,1367.38,1411.38,1236.35,1379.24,5844273.19800001
2021-01-21,1379.23,1391.0,1083.4,1111.23,6820207.51500001
2021-01-22,1111.82,1274.52,1041.13,1234.55,5475223.381
2021-01-23,1234.54,1274.0,1197.0,1235.66,2920417.541
2021-01-24,1235.65,1401.88,1221.51,1394.24,3768553.334
2021-01-25,1394.23,1481.46,1293.0,1318.61,5138109.254
2021-01-26,1318.53,1379.5,1244.87,1368.4,4868106.344
2021-01-27,1368.48,1377.9,1206.0,1238.55,5277115.882
2021-01-28,1238.55,1362.94,1217.28,1329.86,3463945.921
2021-01-29,1330.28,1443.0,1285.46,1381.99,5010264.42299999
2021-01-30,1382.14,1409.35,1328.0,1380.48,2364036.673
2021-01-31,1380.42,1383.7,1281.96,1313.12,2091898.285
2021-02-01,1313.09,1379.73,1270.0,1376.48,2282184.993
2021-02-02,1376.74,1551.5,1363.0,1516.26,5098356.24099999
2021-02-03,1516.2,1672.76,1510.76,1666.0,4407760.724
2021-02-04,1666.1,1703.37,1557.0,1596.0,4966516.75700001
2021-02-05,1595.93,1767.19,1592.46,1721.16,3518469.104
2021-02-06,1721.03,1748.11,1647.09,1679.34,2991060.685
2021-02-07,1679.38,1695.5,1490.48,1611.99,4063794.078
2021-02-08,1612.0,1782.5,1566.22,1755.61,3884050.435
2021-02-09,1755.6,1830.47,1713.2,1770.79,3388435.79100001
2021-02-10,1770.99,1848.0,1680.0,1743.31,3442140.64999999
2021-02-11,1743.3,1827.07,1704.21,1789.32,2256762.199
2021-02-12,1789.32,1872.86,1740.22,1843.08,2650816.26400001
2021-02-13,1843.08,1878.88,1764.79,1818.02,2381458.551
2021-02-14,1817.86,1857.67,1785.23,1803.59,1773668.237
2021-02-15,1804.0,1839.63,1652.0,1781.34,3238695.81
2021-02-16,1781.34,1831.58,1726.01,1784.31,2536777.874
2021-02-17,1784.31,1864.26,1735.66,1849.86,2340915.266
2021-02-18,1849.87,1955.0,1849.37,1941.26,2447343.966
2021-02-19,1941.12,1980.0,1894.0,1958.58,1943898.87
2021-02-20,1958.59,2048.0,1792.0,1914.58,3273599.60099999
2021-02-21,1914.51,1981.04,1885.0,1934.75,2039425.917
2021-02-22,1934.59,1938.5,1552.2,1778.3,4972909.716
2021-02-23,1778.22,1784.08,1348.17,1579.75,7089349.58500001
2021-02-24,1579.75,1714.04,1501.09,1623.98,3593348.017
2021-02-25,1623.94,1672.49,1458.0,1482.09,2955804.261
2021-02-26,1482.13,1563.66,1401.01,1445.28,3880051.012
2021-02-27,1445.36,1530.19,1425.5,1458.65,2530875.338
2021-02-28,1458.64,1469.44,1292.8,1419.77,4109392.69599999
2021-03-01,1419.96,1573.42,1411.1,1571.2,2727916.51
2021-03-02,1571.2,1604.85,1455.3,1486.28,2884922.074
2021-03-03,1486.24,1664.0,1475.0,1568.63,3055043.878
2021-03-04,1568.63,1626.0,1506.99,1540.69,3087612.251
2021-03-05,1540.7,1551.0,1441.57,1529.88,3051666.755
2021-03-06,1529.75,1674.02,1515.16,1651.73,2839191.599
2021-03-07,1651.9,1736.89,1631.59,1727.23,2570034.97599999
2021-03-08,1727.73,1844.57,1667.86,1834.3,3501989.878
2021-03-09,1834.47,1873.86,1801.0,1873.31,2460568.209
2021-03-10,1873.37,1882.59,1760.0,1796.8,3413199.591
2021-03-11,1796.8,1850.07,1725.96,1829.0,3061111.766
2021-03-12,1828.96,1846.59,1719.92,1767.44,2753218.247
2021-03-13,1767.32,1948.75,1729.33,1924.94,2763730.381
2021-03-14,1924.94,1935.88,1836.0,1850.54,2244662.581
2021-03-15,1850.5,1896.3,1729.2,1794.89,3297299.618
2021-03-16,1795.09,1819.76,1712.0,1807.25,2500648.806
2021-03-17,1807.25,1841.86,1741.95,1825.77,2164536.182
2021-03-18,1825.94,1853.0,1758.48,1777.54,1948941.621
2021-03-19,1777.55,1844.32,1733.09,1811.04,1807873.07
2021-03-20,1811.04,1873.84,1802.5,1807.35,1400240.86
2021-03-21,1807.43,1818.61,1745.02,1784.67,1569940.157
2021-03-22,1784.78,1809.59,1653.67,1681.69,2062250.384
2021-03-23,1681.66,1722.52,1652.58,1669.33,1875276.276
2021-03-24,1669.33,1742.43,1540.22,1582.11,2657346.906
2021-03-25,1582.01,1622.54,1548.56,1587.5,2454402.206
2021-03-26,1587.44,1701.19,1587.03,1699.13,1630204.715
2021-03-27,1699.21,1734.88,1668.3,1714.34,1412714.74
2021-03-28,1714.14,1727.5,1662.54,1688.3,1167051.376
2021-03-29,1688.31,1845.0,1680.04,1818.44,1936361.877
2021-03-30,1818.43,1863.79,1788.3,1843.43,1627666.888
2021-03-31,1843.43,1952.98,1771.85,1923.07,2721505.354
2021-04-01,1923.07,1989.11,1882.1,1969.74,2282765.6
2021-04-02,1969.75,2150.0,1949.94,2138.01,2782619.002
2021-04-03,2138.01,2144.17,2002.0,2012.63,2961955.982
2021-04-04,2012.64,2093.72,1980.0,2077.73,1628253.906
2021-04-05,2077.85,2138.61,2002.16,2110.35,2029400.255
2021-04-06,2110.39,2161.02,2043.89,2114.47,2216031.293
2021-04-07,2114.48,2133.02,1930.1,1965.4,3144081.502
2021-04-08,1965.4,2086.67,1950.0,2082.08,1653807.764
2021-04-09,2082.02,2104.83,2052.0,2068.02,1237414.829
2021-04-10,2068.02,2211.94,2059.03,2135.96,2077350.376
2021-04-11,2135.99,2171.07,2115.56,2155.05,1290245.975
